Start Date,Meter,kWh
"8/24/2021 3:00:00 PM","Meter #98271584","2.29"
"8/24/2021 4:00:00 PM","Meter #98271584","2.28"
"8/24/2021 5:00:00 PM","Meter #98271584","2.20"
"8/24/2021 6:00:00 PM","Meter #98271584","2.57"
"8/24/2021 7:00:00 PM","Meter #98271584","2.76"
"8/24/2021 8:00:00 PM","Meter #98271584","1.95"
"8/24/2021 9:00:00 PM","Meter #98271584","1.80"
"8/24/2021 10:00:00 PM","Meter #98271584","1.82"
"8/24/2021 11:00:00 PM","Meter #98271584","1.67"
"8/25/2021 12:00:00 AM","Meter #98271584","1.57"
"8/25/2021 1:00:00 AM","Meter #98271584","3.09"
"8/25/2021 2:00:00 AM","Meter #98271584","1.44"
"8/25/2021 3:00:00 AM","Meter #98271584","1.42"
"8/25/2021 4:00:00 AM","Meter #98271584","0.90"
"8/25/2021 5:00:00 AM","Meter #98271584","1.08"
"8/25/2021 6:00:00 AM","Meter #98271584","1.79"
"8/25/2021 7:00:00 AM","Meter #98271584","1.57"
"8/25/2021 8:00:00 AM","Meter #98271584","1.43"
"8/25/2021 9:00:00 AM","Meter #98271584","3.29"
"8/25/2021 10:00:00 AM","Meter #98271584","1.64"
"8/25/2021 11:00:00 AM","Meter #98271584","1.79"
"8/25/2021 12:00:00 PM","Meter #98271584","1.90"
"8/25/2021 1:00:00 PM","Meter #98271584","2.09"
"8/25/2021 2:00:00 PM","Meter #98271584","2.16"
"8/25/2021 3:00:00 PM","Meter #98271584","2.17"
"8/25/2021 4:00:00 PM","Meter #98271584","2.18"
"8/25/2021 5:00:00 PM","Meter #98271584","2.19"
"8/25/2021 6:00:00 PM","Meter #98271584","2.70"
"8/25/2021 7:00:00 PM","Meter #98271584","3.23"
"8/25/2021 8:00:00 PM","Meter #98271584","2.87"
"8/25/2021 9:00:00 PM","Meter #98271584","2.56"
"8/25/2021 10:00:00 PM","Meter #98271584","1.74"
"8/25/2021 11:00:00 PM","Meter #98271584","1.94"
"8/26/2021 12:00:00 AM","Meter #98271584","3.11"
"8/26/2021 1:00:00 AM","Meter #98271584","1.70"
"8/26/2021 2:00:00 AM","Meter #98271584","1.50"
"8/26/2021 3:00:00 AM","Meter #98271584","1.42"
"8/26/2021 4:00:00 AM","Meter #98271584","0.98"
"8/26/2021 5:00:00 AM","Meter #98271584","1.00"
"8/26/2021 6:00:00 AM","Meter #98271584","1.84"
"8/26/2021 7:00:00 AM","Meter #98271584","1.48"
"8/26/2021 8:00:00 AM","Meter #98271584","1.42"
"8/26/2021 9:00:00 AM","Meter #98271584","1.91"
"8/26/2021 10:00:00 AM","Meter #98271584","3.26"
"8/26/2021 11:00:00 AM","Meter #98271584","2.00"
"8/26/2021 12:00:00 PM","Meter #98271584","2.07"
"8/26/2021 1:00:00 PM","Meter #98271584","2.13"
"8/26/2021 2:00:00 PM","Meter #98271584","2.21"
"8/26/2021 3:00:00 PM","Meter #98271584","2.23"
"8/26/2021 4:00:00 PM","Meter #98271584","2.16"
"8/26/2021 5:00:00 PM","Meter #98271584","2.12"
"8/26/2021 6:00:00 PM","Meter #98271584","2.53"
"8/26/2021 7:00:00 PM","Meter #98271584","2.51"
"8/26/2021 8:00:00 PM","Meter #98271584","2.06"
"8/26/2021 9:00:00 PM","Meter #98271584","2.00"
"8/26/2021 10:00:00 PM","Meter #98271584","1.83"
"8/26/2021 11:00:00 PM","Meter #98271584","1.95"
"8/27/2021 12:00:00 AM","Meter #98271584","1.95"
"8/27/2021 1:00:00 AM","Meter #98271584","1.63"
"8/27/2021 2:00:00 AM","Meter #98271584","3.27"
"8/27/2021 3:00:00 AM","Meter #98271584","1.61"
"8/27/2021 4:00:00 AM","Meter #98271584","1.02"
"8/27/2021 5:00:00 AM","Meter #98271584","1.13"
"8/27/2021 6:00:00 AM","Meter #98271584","2.00"
"8/27/2021 7:00:00 AM","Meter #98271584","1.64"
"8/27/2021 8:00:00 AM","Meter #98271584","1.62"
"8/27/2021 9:00:00 AM","Meter #98271584","1.96"
"8/27/2021 10:00:00 AM","Meter #98271584","1.86"
"8/27/2021 11:00:00 AM","Meter #98271584","2.12"
"8/27/2021 12:00:00 PM","Meter #98271584","2.26"
"8/27/2021 1:00:00 PM","Meter #98271584","2.23"
"8/27/2021 2:00:00 PM","Meter #98271584","2.17"
"8/27/2021 3:00:00 PM","Meter #98271584","3.70"
"8/27/2021 4:00:00 PM","Meter #98271584","2.10"
"8/27/2021 5:00:00 PM","Meter #98271584","1.95"
"8/27/2021 6:00:00 PM","Meter #98271584","2.22"
"8/27/2021 7:00:00 PM","Meter #98271584","2.36"
"8/27/2021 8:00:00 PM","Meter #98271584","1.84"
"8/27/2021 9:00:00 PM","Meter #98271584","1.96"
"8/27/2021 10:00:00 PM","Meter #98271584","1.81"
"8/27/2021 11:00:00 PM","Meter #98271584","1.82"
"8/28/2021 12:00:00 AM","Meter #98271584","1.79"
"8/28/2021 1:00:00 AM","Meter #98271584","1.64"
"8/28/2021 2:00:00 AM","Meter #98271584","1.74"
"8/28/2021 3:00:00 AM","Meter #98271584","3.22"
"8/28/2021 4:00:00 AM","Meter #98271584","1.06"
"8/28/2021 5:00:00 AM","Meter #98271584","1.12"
"8/28/2021 6:00:00 AM","Meter #98271584","1.99"
"8/28/2021 7:00:00 AM","Meter #98271584","1.49"
"8/28/2021 8:00:00 AM","Meter #98271584","1.39"
"8/28/2021 9:00:00 AM","Meter #98271584","1.90"
"8/28/2021 10:00:00 AM","Meter #98271584","1.65"
"8/28/2021 11:00:00 AM","Meter #98271584","2.99"
"8/28/2021 12:00:00 PM","Meter #98271584","1.45"
"8/28/2021 1:00:00 PM","Meter #98271584","1.34"
"8/28/2021 2:00:00 PM","Meter #98271584","1.40"
"8/28/2021 3:00:00 PM","Meter #98271584","1.30"
"8/28/2021 4:00:00 PM","Meter #98271584","1.24"
"8/28/2021 5:00:00 PM","Meter #98271584","1.16"
"8/28/2021 6:00:00 PM","Meter #98271584","3.03"
"8/28/2021 7:00:00 PM","Meter #98271584","1.82"
"8/28/2021 8:00:00 PM","Meter #98271584","1.38"
"8/28/2021 9:00:00 PM","Meter #98271584","1.35"
"8/28/2021 10:00:00 PM","Meter #98271584","1.33"
"8/28/2021 11:00:00 PM","Meter #98271584","1.31"
"8/29/2021 12:00:00 AM","Meter #98271584","2.70"
"8/29/2021 1:00:00 AM","Meter #98271584","1.37"
"8/29/2021 2:00:00 AM","Meter #98271584","1.11"
"8/29/2021 3:00:00 AM","Meter #98271584","1.22"
"8/29/2021 4:00:00 AM","Meter #98271584","0.56"
"8/29/2021 5:00:00 AM","Meter #98271584","0.72"
"8/29/2021 6:00:00 AM","Meter #98271584","1.56"
"8/29/2021 7:00:00 AM","Meter #98271584","2.74"
"8/29/2021 8:00:00 AM","Meter #98271584","1.02"
"8/29/2021 9:00:00 AM","Meter #98271584","1.38"
"8/29/2021 10:00:00 AM","Meter #98271584","1.10"
"8/29/2021 11:00:00 AM","Meter #98271584","1.11"
"8/29/2021 12:00:00 PM","Meter #98271584","1.15"
"8/29/2021 1:00:00 PM","Meter #98271584","1.15"
"8/29/2021 2:00:00 PM","Meter #98271584","2.66"
"8/29/2021 3:00:00 PM","Meter #98271584","1.22"
"8/29/2021 4:00:00 PM","Meter #98271584","1.22"
"8/29/2021 5:00:00 PM","Meter #98271584","1.28"
"8/29/2021 6:00:00 PM","Meter #98271584","1.82"
"8/29/2021 7:00:00 PM","Meter #98271584","1.90"
"8/29/2021 8:00:00 PM","Meter #98271584","1.49"
"8/29/2021 9:00:00 PM","Meter #98271584","1.43"
"8/29/2021 10:00:00 PM","Meter #98271584","1.47"
"8/29/2021 11:00:00 PM","Meter #98271584","1.46"
"8/30/2021 12:00:00 AM","Meter #98271584","2.87"
"8/30/2021 1:00:00 AM","Meter #98271584","1.29"
"8/30/2021 2:00:00 AM","Meter #98271584","1.32"
"8/30/2021 3:00:00 AM","Meter #98271584","1.22"
"8/30/2021 4:00:00 AM","Meter #98271584","0.67"
"8/30/2021 5:00:00 AM","Meter #98271584","0.87"
"8/30/2021 6:00:00 AM","Meter #98271584","1.64"
"8/30/2021 7:00:00 AM","Meter #98271584","1.24"
"8/30/2021 8:00:00 AM","Meter #98271584","2.70"
"8/30/2021 9:00:00 AM","Meter #98271584","1.52"
"8/30/2021 10:00:00 AM","Meter #98271584","1.32"
"8/30/2021 11:00:00 AM","Meter #98271584","1.42"
"8/30/2021 12:00:00 PM","Meter #98271584","1.37"
"8/30/2021 1:00:00 PM","Meter #98271584","1.69"
"8/30/2021 2:00:00 PM","Meter #98271584","1.76"
"8/30/2021 3:00:00 PM","Meter #98271584","1.83"
"8/30/2021 4:00:00 PM","Meter #98271584","1.75"
"8/30/2021 5:00:00 PM","Meter #98271584","1.99"
"8/30/2021 6:00:00 PM","Meter #98271584","2.16"
"8/30/2021 7:00:00 PM","Meter #98271584","2.13"
"8/30/2021 8:00:00 PM","Meter #98271584","1.82"
"8/30/2021 9:00:00 PM","Meter #98271584","3.21"
"8/30/2021 10:00:00 PM","Meter #98271584","1.62"
"8/30/2021 11:00:00 PM","Meter #98271584","1.64"
"8/31/2021 12:00:00 AM","Meter #98271584","1.61"
"8/31/2021 1:00:00 AM","Meter #98271584","1.46"
"8/31/2021 2:00:00 AM","Meter #98271584","1.48"
"8/31/2021 3:00:00 AM","Meter #98271584","1.43"
"8/31/2021 4:00:00 AM","Meter #98271584","0.87"
"8/31/2021 5:00:00 AM","Meter #98271584","2.54"
"8/31/2021 6:00:00 AM","Meter #98271584","1.86"
"8/31/2021 7:00:00 AM","Meter #98271584","1.33"
"8/31/2021 8:00:00 AM","Meter #98271584","1.83"
"8/31/2021 9:00:00 AM","Meter #98271584","2.25"
"8/31/2021 10:00:00 AM","Meter #98271584","1.50"
"8/31/2021 11:00:00 AM","Meter #98271584","1.61"
"8/31/2021 12:00:00 PM","Meter #98271584","1.59"
"8/31/2021 1:00:00 PM","Meter #98271584","1.75"
"8/31/2021 2:00:00 PM","Meter #98271584","1.80"
"8/31/2021 3:00:00 PM","Meter #98271584","1.97"
"8/31/2021 4:00:00 PM","Meter #98271584","1.73"
"8/31/2021 5:00:00 PM","Meter #98271584","3.02"
"8/31/2021 6:00:00 PM","Meter #98271584","2.02"
"8/31/2021 7:00:00 PM","Meter #98271584","2.11"
"8/31/2021 8:00:00 PM","Meter #98271584","1.66"
"8/31/2021 9:00:00 PM","Meter #98271584","1.66"
"8/31/2021 10:00:00 PM","Meter #98271584","1.61"
"8/31/2021 11:00:00 PM","Meter #98271584","1.64"
"9/1/2021 12:00:00 AM","Meter #98271584","1.64"
"9/1/2021 1:00:00 AM","Meter #98271584","1.45"
"9/1/2021 2:00:00 AM","Meter #98271584","1.50"
"9/1/2021 3:00:00 AM","Meter #98271584","3.07"
"9/1/2021 4:00:00 AM","Meter #98271584","0.90"
"9/1/2021 5:00:00 AM","Meter #98271584","1.04"
"9/1/2021 6:00:00 AM","Meter #98271584","1.90"
"9/1/2021 7:00:00 AM","Meter #98271584","1.35"
"9/1/2021 8:00:00 AM","Meter #98271584","1.34"
"9/1/2021 9:00:00 AM","Meter #98271584","1.56"
"9/1/2021 10:00:00 AM","Meter #98271584","1.65"
"9/1/2021 11:00:00 AM","Meter #98271584","1.49"
"9/1/2021 12:00:00 PM","Meter #98271584","2.90"
"9/1/2021 1:00:00 PM","Meter #98271584","1.33"
"9/1/2021 2:00:00 PM","Meter #98271584","1.40"
"9/1/2021 3:00:00 PM","Meter #98271584","1.40"
"9/1/2021 4:00:00 PM","Meter #98271584","1.51"
"9/1/2021 5:00:00 PM","Meter #98271584","1.58"
"9/1/2021 6:00:00 PM","Meter #98271584","2.75"
"9/1/2021 7:00:00 PM","Meter #98271584","2.65"
"9/1/2021 8:00:00 PM","Meter #98271584","3.85"
"9/1/2021 9:00:00 PM","Meter #98271584","2.33"
"9/1/2021 10:00:00 PM","Meter #98271584","2.14"
"9/1/2021 11:00:00 PM","Meter #98271584","1.45"
"9/2/2021 12:00:00 AM","Meter #98271584","0.00"
"9/2/2021 1:00:00 AM","Meter #98271584","1.53"
"9/2/2021 2:00:00 AM","Meter #98271584","2.05"
"9/2/2021 3:00:00 AM","Meter #98271584","2.95"
"9/2/2021 4:00:00 AM","Meter #98271584","1.00"
"9/2/2021 5:00:00 AM","Meter #98271584","1.03"
"9/2/2021 6:00:00 AM","Meter #98271584","1.57"
"9/2/2021 7:00:00 AM","Meter #98271584","1.82"
"9/2/2021 8:00:00 AM","Meter #98271584","2.93"
"9/2/2021 9:00:00 AM","Meter #98271584","2.05"
"9/2/2021 10:00:00 AM","Meter #98271584","1.74"
"9/2/2021 11:00:00 AM","Meter #98271584","2.00"
"9/2/2021 12:00:00 PM","Meter #98271584","1.89"
"9/2/2021 1:00:00 PM","Meter #98271584","3.29"
"9/2/2021 2:00:00 PM","Meter #98271584","1.48"
"9/2/2021 3:00:00 PM","Meter #98271584","1.41"
"9/2/2021 4:00:00 PM","Meter #98271584","1.39"
"9/2/2021 5:00:00 PM","Meter #98271584","1.43"
"9/2/2021 6:00:00 PM","Meter #98271584","1.42"
"9/2/2021 7:00:00 PM","Meter #98271584","2.36"
"9/2/2021 8:00:00 PM","Meter #98271584","1.82"
"9/2/2021 9:00:00 PM","Meter #98271584","3.31"
"9/2/2021 10:00:00 PM","Meter #98271584","1.71"
"9/2/2021 11:00:00 PM","Meter #98271584","1.60"
"9/3/2021 12:00:00 AM","Meter #98271584","1.41"
"9/3/2021 1:00:00 AM","Meter #98271584","1.41"
"9/3/2021 2:00:00 AM","Meter #98271584","1.47"
"9/3/2021 3:00:00 AM","Meter #98271584","1.21"
"9/3/2021 4:00:00 AM","Meter #98271584","2.18"
"9/3/2021 5:00:00 AM","Meter #98271584","1.38"
"9/3/2021 6:00:00 AM","Meter #98271584","1.66"
"9/3/2021 7:00:00 AM","Meter #98271584","1.52"
"9/3/2021 8:00:00 AM","Meter #98271584","1.94"
"9/3/2021 9:00:00 AM","Meter #98271584","3.45"
"9/3/2021 10:00:00 AM","Meter #98271584","1.64"
"9/3/2021 11:00:00 AM","Meter #98271584","1.67"
"9/3/2021 12:00:00 PM","Meter #98271584","1.95"
"9/3/2021 1:00:00 PM","Meter #98271584","2.13"
"9/3/2021 2:00:00 PM","Meter #98271584","2.44"
"9/3/2021 3:00:00 PM","Meter #98271584","2.05"
"9/3/2021 4:00:00 PM","Meter #98271584","1.53"
"9/3/2021 5:00:00 PM","Meter #98271584","3.03"
"9/3/2021 6:00:00 PM","Meter #98271584","1.39"
"9/3/2021 7:00:00 PM","Meter #98271584","2.27"
"9/3/2021 8:00:00 PM","Meter #98271584","1.56"
"9/3/2021 9:00:00 PM","Meter #98271584","1.53"
"9/3/2021 10:00:00 PM","Meter #98271584","1.57"
"9/3/2021 11:00:00 PM","Meter #98271584","3.22"
"9/4/2021 12:00:00 AM","Meter #98271584","1.55"
"9/4/2021 1:00:00 AM","Meter #98271584","1.64"
"9/4/2021 2:00:00 AM","Meter #98271584","1.52"
"9/4/2021 3:00:00 AM","Meter #98271584","1.44"
"9/4/2021 4:00:00 AM","Meter #98271584","0.87"
"9/4/2021 5:00:00 AM","Meter #98271584","2.52"
"9/4/2021 6:00:00 AM","Meter #98271584","1.46"
"9/4/2021 7:00:00 AM","Meter #98271584","1.46"
"9/4/2021 8:00:00 AM","Meter #98271584","1.81"
"9/4/2021 9:00:00 AM","Meter #98271584","2.02"
"9/4/2021 10:00:00 AM","Meter #98271584","1.75"
"9/4/2021 11:00:00 AM","Meter #98271584","3.28"
"9/4/2021 12:00:00 PM","Meter #98271584","5.62"
"9/4/2021 1:00:00 PM","Meter #98271584","8.24"
"9/4/2021 2:00:00 PM","Meter #98271584","7.99"
"9/4/2021 3:00:00 PM","Meter #98271584","7.67"
"9/4/2021 4:00:00 PM","Meter #98271584","7.90"
"9/4/2021 5:00:00 PM","Meter #98271584","7.75"
"9/4/2021 6:00:00 PM","Meter #98271584","7.62"
"9/4/2021 7:00:00 PM","Meter #98271584","8.11"
"9/4/2021 8:00:00 PM","Meter #98271584","9.33"
"9/4/2021 9:00:00 PM","Meter #98271584","7.91"
"9/4/2021 10:00:00 PM","Meter #98271584","7.82"
"9/4/2021 11:00:00 PM","Meter #98271584","7.79"
"9/5/2021 12:00:00 AM","Meter #98271584","8.01"
"9/5/2021 1:00:00 AM","Meter #98271584","2.66"
"9/5/2021 2:00:00 AM","Meter #98271584","1.83"
"9/5/2021 3:00:00 AM","Meter #98271584","3.02"
"9/5/2021 4:00:00 AM","Meter #98271584","1.00"
"9/5/2021 5:00:00 AM","Meter #98271584","1.15"
"9/5/2021 6:00:00 AM","Meter #98271584","7.46"
"9/5/2021 7:00:00 AM","Meter #98271584","7.35"
"9/5/2021 8:00:00 AM","Meter #98271584","1.54"
"9/5/2021 9:00:00 AM","Meter #98271584","3.55"
"9/5/2021 10:00:00 AM","Meter #98271584","1.98"
"9/5/2021 11:00:00 AM","Meter #98271584","1.66"
"9/5/2021 12:00:00 PM","Meter #98271584","1.69"
"9/5/2021 1:00:00 PM","Meter #98271584","1.81"
"9/5/2021 2:00:00 PM","Meter #98271584","2.03"
"9/5/2021 3:00:00 PM","Meter #98271584","1.68"
"9/5/2021 4:00:00 PM","Meter #98271584","1.80"
"9/5/2021 5:00:00 PM","Meter #98271584","1.66"
"9/5/2021 6:00:00 PM","Meter #98271584","3.65"
"9/5/2021 7:00:00 PM","Meter #98271584","2.69"
"9/5/2021 8:00:00 PM","Meter #98271584","2.03"
"9/5/2021 9:00:00 PM","Meter #98271584","1.76"
"9/5/2021 10:00:00 PM","Meter #98271584","1.90"
"9/5/2021 11:00:00 PM","Meter #98271584","1.73"
"9/6/2021 12:00:00 AM","Meter #98271584","1.96"
"9/6/2021 1:00:00 AM","Meter #98271584","3.48"
"9/6/2021 2:00:00 AM","Meter #98271584","1.90"
"9/6/2021 3:00:00 AM","Meter #98271584","1.61"
"9/6/2021 4:00:00 AM","Meter #98271584","0.95"
"9/6/2021 5:00:00 AM","Meter #98271584","1.15"
"9/6/2021 6:00:00 AM","Meter #98271584","7.56"
"9/6/2021 7:00:00 AM","Meter #98271584","7.97"
"9/6/2021 8:00:00 AM","Meter #98271584","7.76"
"9/6/2021 9:00:00 AM","Meter #98271584","3.95"
"9/6/2021 10:00:00 AM","Meter #98271584","3.20"
"9/6/2021 11:00:00 AM","Meter #98271584","2.15"
"9/6/2021 12:00:00 PM","Meter #98271584","2.25"
"9/6/2021 1:00:00 PM","Meter #98271584","2.59"
"9/6/2021 2:00:00 PM","Meter #98271584","2.45"
"9/6/2021 3:00:00 PM","Meter #98271584","2.17"
"9/6/2021 4:00:00 PM","Meter #98271584","2.20"
"9/6/2021 5:00:00 PM","Meter #98271584","2.20"
"9/6/2021 6:00:00 PM","Meter #98271584","2.08"
"9/6/2021 7:00:00 PM","Meter #98271584","2.97"
"9/6/2021 8:00:00 PM","Meter #98271584","4.31"
"9/6/2021 9:00:00 PM","Meter #98271584","2.51"
"9/6/2021 10:00:00 PM","Meter #98271584","2.23"
"9/6/2021 11:00:00 PM","Meter #98271584","1.68"
"9/7/2021 12:00:00 AM","Meter #98271584","1.54"
"9/7/2021 1:00:00 AM","Meter #98271584","1.74"
"9/7/2021 2:00:00 AM","Meter #98271584","1.56"
"9/7/2021 3:00:00 AM","Meter #98271584","1.56"
"9/7/2021 4:00:00 AM","Meter #98271584","2.29"
"9/7/2021 5:00:00 AM","Meter #98271584","0.97"
"9/7/2021 6:00:00 AM","Meter #98271584","1.49"
"9/7/2021 7:00:00 AM","Meter #98271584","1.49"
"9/7/2021 8:00:00 AM","Meter #98271584","1.96"
"9/7/2021 9:00:00 AM","Meter #98271584","4.31"
"9/7/2021 10:00:00 AM","Meter #98271584","2.58"
"9/7/2021 11:00:00 AM","Meter #98271584","2.27"
"9/7/2021 12:00:00 PM","Meter #98271584","2.39"
"9/7/2021 1:00:00 PM","Meter #98271584","2.77"
"9/7/2021 2:00:00 PM","Meter #98271584","2.60"
"9/7/2021 3:00:00 PM","Meter #98271584","2.14"
"9/7/2021 4:00:00 PM","Meter #98271584","2.30"
"9/7/2021 5:00:00 PM","Meter #98271584","2.04"
"9/7/2021 6:00:00 PM","Meter #98271584","2.23"
"9/7/2021 7:00:00 PM","Meter #98271584","2.91"
"9/7/2021 8:00:00 PM","Meter #98271584","4.43"
"9/7/2021 9:00:00 PM","Meter #98271584","2.33"
"9/7/2021 10:00:00 PM","Meter #98271584","2.46"
"9/7/2021 11:00:00 PM","Meter #98271584","2.36"
"9/8/2021 12:00:00 AM","Meter #98271584","1.99"
"9/8/2021 1:00:00 AM","Meter #98271584","1.95"
"9/8/2021 2:00:00 AM","Meter #98271584","1.63"
"9/8/2021 3:00:00 AM","Meter #98271584","1.47"
"9/8/2021 4:00:00 AM","Meter #98271584","2.40"
"9/8/2021 5:00:00 AM","Meter #98271584","0.96"
"9/8/2021 6:00:00 AM","Meter #98271584","2.81"
"9/8/2021 7:00:00 AM","Meter #98271584","1.78"
"9/8/2021 8:00:00 AM","Meter #98271584","1.69"
"9/8/2021 9:00:00 AM","Meter #98271584","1.94"
"9/8/2021 10:00:00 AM","Meter #98271584","3.22"
"9/8/2021 11:00:00 AM","Meter #98271584","2.02"
"9/8/2021 12:00:00 PM","Meter #98271584","2.04"
"9/8/2021 1:00:00 PM","Meter #98271584","2.46"
"9/8/2021 2:00:00 PM","Meter #98271584","2.27"
"9/8/2021 3:00:00 PM","Meter #98271584","2.15"
"9/8/2021 4:00:00 PM","Meter #98271584","2.24"
"9/8/2021 5:00:00 PM","Meter #98271584","2.25"
"9/8/2021 6:00:00 PM","Meter #98271584","2.40"
"9/8/2021 7:00:00 PM","Meter #98271584","3.13"
"9/8/2021 8:00:00 PM","Meter #98271584","2.66"
"9/8/2021 9:00:00 PM","Meter #98271584","3.85"
"9/8/2021 10:00:00 PM","Meter #98271584","1.82"
"9/8/2021 11:00:00 PM","Meter #98271584","1.74"
"9/9/2021 12:00:00 AM","Meter #98271584","1.84"
"9/9/2021 1:00:00 AM","Meter #98271584","1.79"
"9/9/2021 2:00:00 AM","Meter #98271584","1.71"
"9/9/2021 3:00:00 AM","Meter #98271584","1.69"
"9/9/2021 4:00:00 AM","Meter #98271584","0.87"
"9/9/2021 5:00:00 AM","Meter #98271584","1.21"
"9/9/2021 6:00:00 AM","Meter #98271584","3.58"
"9/9/2021 7:00:00 AM","Meter #98271584","1.85"
"9/9/2021 8:00:00 AM","Meter #98271584","2.24"
