Start Date,Meter,kWh
"1/1/2022 9:00:00 AM","Meter #98271584","0.31"
"1/1/2022 9:15:00 AM","Meter #98271584","0.28"
"1/1/2022 9:30:00 AM","Meter #98271584","0.30"
"1/1/2022 9:45:00 AM","Meter #98271584","0.33"
"1/1/2022 10:00:00 AM","Meter #98271584","0.39"
"1/1/2022 10:15:00 AM","Meter #98271584","0.39"
"1/1/2022 10:30:00 AM","Meter #98271584","0.57"
"1/1/2022 10:45:00 AM","Meter #98271584","1.89"
"1/1/2022 11:00:00 AM","Meter #98271584","0.46"
"1/1/2022 11:15:00 AM","Meter #98271584","0.37"
"1/1/2022 11:30:00 AM","Meter #98271584","0.41"
"1/1/2022 11:45:00 AM","Meter #98271584","0.44"
"1/1/2022 12:00:00 PM","Meter #98271584","0.39"
"1/1/2022 12:15:00 PM","Meter #98271584","0.40"
"1/1/2022 12:30:00 PM","Meter #98271584","0.43"
"1/1/2022 12:45:00 PM","Meter #98271584","0.47"
"1/1/2022 1:00:00 PM","Meter #98271584","0.49"
"1/1/2022 1:15:00 PM","Meter #98271584","0.41"
"1/1/2022 1:30:00 PM","Meter #98271584","0.39"
"1/1/2022 1:45:00 PM","Meter #98271584","0.42"
"1/1/2022 2:00:00 PM","Meter #98271584","0.43"
"1/1/2022 2:15:00 PM","Meter #98271584","0.44"
"1/1/2022 2:30:00 PM","Meter #98271584","0.91"
"1/1/2022 2:45:00 PM","Meter #98271584","1.62"
"1/1/2022 3:00:00 PM","Meter #98271584","0.52"
"1/1/2022 3:15:00 PM","Meter #98271584","0.60"
"1/1/2022 3:30:00 PM","Meter #98271584","0.67"
"1/1/2022 3:45:00 PM","Meter #98271584","0.61"
"1/1/2022 4:00:00 PM","Meter #98271584","0.75"
"1/1/2022 4:15:00 PM","Meter #98271584","0.95"
"1/1/2022 4:30:00 PM","Meter #98271584","0.91"
"1/1/2022 4:45:00 PM","Meter #98271584","0.84"
"1/1/2022 5:00:00 PM","Meter #98271584","0.86"
"1/1/2022 5:15:00 PM","Meter #98271584","0.99"
"1/1/2022 5:30:00 PM","Meter #98271584","1.01"
"1/1/2022 5:45:00 PM","Meter #98271584","0.99"
"1/1/2022 6:00:00 PM","Meter #98271584","1.01"
"1/1/2022 6:15:00 PM","Meter #98271584","0.86"
"1/1/2022 6:30:00 PM","Meter #98271584","0.84"
"1/1/2022 6:45:00 PM","Meter #98271584","1.95"
"1/1/2022 7:00:00 PM","Meter #98271584","1.18"
"1/1/2022 7:15:00 PM","Meter #98271584","0.67"
"1/1/2022 7:30:00 PM","Meter #98271584","0.62"
"1/1/2022 7:45:00 PM","Meter #98271584","0.67"
"1/1/2022 8:00:00 PM","Meter #98271584","0.69"
"1/1/2022 8:15:00 PM","Meter #98271584","0.60"
"1/1/2022 8:30:00 PM","Meter #98271584","0.59"
"1/1/2022 8:45:00 PM","Meter #98271584","0.56"
"1/1/2022 9:00:00 PM","Meter #98271584","0.59"
"1/1/2022 9:15:00 PM","Meter #98271584","0.59"
"1/1/2022 9:30:00 PM","Meter #98271584","0.61"
"1/1/2022 9:45:00 PM","Meter #98271584","0.60"
"1/1/2022 10:00:00 PM","Meter #98271584","0.63"
"1/1/2022 10:15:00 PM","Meter #98271584","0.65"
"1/1/2022 10:30:00 PM","Meter #98271584","0.79"
"1/1/2022 10:45:00 PM","Meter #98271584","2.07"
"1/1/2022 11:00:00 PM","Meter #98271584","0.74"
"1/1/2022 11:15:00 PM","Meter #98271584","0.60"
"1/1/2022 11:30:00 PM","Meter #98271584","0.60"
"1/1/2022 11:45:00 PM","Meter #98271584","0.50"
"1/2/2022 12:00:00 AM","Meter #98271584","0.58"
"1/2/2022 12:15:00 AM","Meter #98271584","0.57"
"1/2/2022 12:30:00 AM","Meter #98271584","0.58"
"1/2/2022 12:45:00 AM","Meter #98271584","0.61"
"1/2/2022 1:00:00 AM","Meter #98271584","0.53"
"1/2/2022 1:15:00 AM","Meter #98271584","0.56"
"1/2/2022 1:30:00 AM","Meter #98271584","0.57"
"1/2/2022 1:45:00 AM","Meter #98271584","0.56"
"1/2/2022 2:00:00 AM","Meter #98271584","0.56"
"1/2/2022 2:15:00 AM","Meter #98271584","0.49"
"1/2/2022 2:30:00 AM","Meter #98271584","0.96"
"1/2/2022 2:45:00 AM","Meter #98271584","1.77"
"1/2/2022 3:00:00 AM","Meter #98271584","0.51"
"1/2/2022 3:15:00 AM","Meter #98271584","0.52"
"1/2/2022 3:30:00 AM","Meter #98271584","0.57"
"1/2/2022 3:45:00 AM","Meter #98271584","0.52"
"1/2/2022 4:00:00 AM","Meter #98271584","0.50"
"1/2/2022 4:15:00 AM","Meter #98271584","0.47"
"1/2/2022 4:30:00 AM","Meter #98271584","0.52"
"1/2/2022 4:45:00 AM","Meter #98271584","0.61"
"1/2/2022 5:00:00 AM","Meter #98271584","0.58"
"1/2/2022 5:15:00 AM","Meter #98271584","0.68"
"1/2/2022 5:30:00 AM","Meter #98271584","0.62"
"1/2/2022 5:45:00 AM","Meter #98271584","0.75"
"1/2/2022 6:00:00 AM","Meter #98271584","0.80"
"1/2/2022 6:15:00 AM","Meter #98271584","0.67"
"1/2/2022 6:30:00 AM","Meter #98271584","0.70"
"1/2/2022 6:45:00 AM","Meter #98271584","1.74"
"1/2/2022 7:00:00 AM","Meter #98271584","1.01"
"1/2/2022 7:15:00 AM","Meter #98271584","0.65"
"1/2/2022 7:30:00 AM","Meter #98271584","0.58"
"1/2/2022 7:45:00 AM","Meter #98271584","0.52"
"1/2/2022 8:00:00 AM","Meter #98271584","0.45"
"1/2/2022 8:15:00 AM","Meter #98271584","0.40"
"1/2/2022 8:30:00 AM","Meter #98271584","0.49"
"1/2/2022 8:45:00 AM","Meter #98271584","0.52"
"1/2/2022 9:00:00 AM","Meter #98271584","0.44"
"1/2/2022 9:15:00 AM","Meter #98271584","0.40"
"1/2/2022 9:30:00 AM","Meter #98271584","0.37"
"1/2/2022 9:45:00 AM","Meter #98271584","0.41"
"1/2/2022 10:00:00 AM","Meter #98271584","0.44"
"1/2/2022 10:15:00 AM","Meter #98271584","0.44"
"1/2/2022 10:30:00 AM","Meter #98271584","0.63"
"1/2/2022 10:45:00 AM","Meter #98271584","1.78"
"1/2/2022 11:00:00 AM","Meter #98271584","0.44"
"1/2/2022 11:15:00 AM","Meter #98271584","0.42"
"1/2/2022 11:30:00 AM","Meter #98271584","0.42"
"1/2/2022 11:45:00 AM","Meter #98271584","0.41"
"1/2/2022 12:00:00 PM","Meter #98271584","0.43"
"1/2/2022 12:15:00 PM","Meter #98271584","0.38"
"1/2/2022 12:30:00 PM","Meter #98271584","0.42"
"1/2/2022 12:45:00 PM","Meter #98271584","0.44"
"1/2/2022 1:00:00 PM","Meter #98271584","0.44"
"1/2/2022 1:15:00 PM","Meter #98271584","0.42"
"1/2/2022 1:30:00 PM","Meter #98271584","0.46"
"1/2/2022 1:45:00 PM","Meter #98271584","0.42"
"1/2/2022 2:00:00 PM","Meter #98271584","0.43"
"1/2/2022 2:15:00 PM","Meter #98271584","0.36"
"1/2/2022 2:30:00 PM","Meter #98271584","1.02"
"1/2/2022 2:45:00 PM","Meter #98271584","1.37"
"1/2/2022 3:00:00 PM","Meter #98271584","0.50"
"1/2/2022 3:15:00 PM","Meter #98271584","0.61"
"1/2/2022 3:30:00 PM","Meter #98271584","0.52"
"1/2/2022 3:45:00 PM","Meter #98271584","0.57"
"1/2/2022 4:00:00 PM","Meter #98271584","0.57"
"1/2/2022 4:15:00 PM","Meter #98271584","0.63"
"1/2/2022 4:30:00 PM","Meter #98271584","0.64"
"1/2/2022 4:45:00 PM","Meter #98271584","0.67"
"1/2/2022 5:00:00 PM","Meter #98271584","0.89"
"1/2/2022 5:15:00 PM","Meter #98271584","1.00"
"1/2/2022 5:30:00 PM","Meter #98271584","0.93"
"1/2/2022 5:45:00 PM","Meter #98271584","0.87"
"1/2/2022 6:00:00 PM","Meter #98271584","0.87"
"1/2/2022 6:15:00 PM","Meter #98271584","0.79"
"1/2/2022 6:30:00 PM","Meter #98271584","0.82"
"1/2/2022 6:45:00 PM","Meter #98271584","1.86"
"1/2/2022 7:00:00 PM","Meter #98271584","1.32"
"1/2/2022 7:15:00 PM","Meter #98271584","0.77"
"1/2/2022 7:30:00 PM","Meter #98271584","0.85"
"1/2/2022 7:45:00 PM","Meter #98271584","0.80"
"1/2/2022 8:00:00 PM","Meter #98271584","0.82"
"1/2/2022 8:15:00 PM","Meter #98271584","0.81"
"1/2/2022 8:30:00 PM","Meter #98271584","0.80"
"1/2/2022 8:45:00 PM","Meter #98271584","0.74"
"1/2/2022 9:00:00 PM","Meter #98271584","0.77"
"1/2/2022 9:15:00 PM","Meter #98271584","0.77"
"1/2/2022 9:30:00 PM","Meter #98271584","0.78"
"1/2/2022 9:45:00 PM","Meter #98271584","0.74"
"1/2/2022 10:00:00 PM","Meter #98271584","0.98"
"1/2/2022 10:15:00 PM","Meter #98271584","2.10"
"1/2/2022 10:30:00 PM","Meter #98271584","0.61"
"1/2/2022 10:45:00 PM","Meter #98271584","0.56"
"1/2/2022 11:00:00 PM","Meter #98271584","0.52"
"1/2/2022 11:15:00 PM","Meter #98271584","0.49"
"1/2/2022 11:30:00 PM","Meter #98271584","0.52"
"1/2/2022 11:45:00 PM","Meter #98271584","0.45"
"1/3/2022 12:00:00 AM","Meter #98271584","0.49"
"1/3/2022 12:15:00 AM","Meter #98271584","0.49"
"1/3/2022 12:30:00 AM","Meter #98271584","0.52"
"1/3/2022 12:45:00 AM","Meter #98271584","0.46"
"1/3/2022 1:00:00 AM","Meter #98271584","1.23"
"1/3/2022 1:15:00 AM","Meter #98271584","1.37"
"1/3/2022 1:30:00 AM","Meter #98271584","0.50"
"1/3/2022 1:45:00 AM","Meter #98271584","0.54"
"1/3/2022 2:00:00 AM","Meter #98271584","0.40"
"1/3/2022 2:15:00 AM","Meter #98271584","0.45"
"1/3/2022 2:30:00 AM","Meter #98271584","0.45"
"1/3/2022 2:45:00 AM","Meter #98271584","0.47"
"1/3/2022 3:00:00 AM","Meter #98271584","0.44"
"1/3/2022 3:15:00 AM","Meter #98271584","0.47"
"1/3/2022 3:30:00 AM","Meter #98271584","0.48"
"1/3/2022 3:45:00 AM","Meter #98271584","0.46"
"1/3/2022 4:00:00 AM","Meter #98271584","1.78"
"1/3/2022 4:15:00 AM","Meter #98271584","0.70"
"1/3/2022 4:30:00 AM","Meter #98271584","0.46"
"1/3/2022 4:45:00 AM","Meter #98271584","0.55"
"1/3/2022 5:00:00 AM","Meter #98271584","0.51"
"1/3/2022 5:15:00 AM","Meter #98271584","0.68"
"1/3/2022 5:30:00 AM","Meter #98271584","0.74"
"1/3/2022 5:45:00 AM","Meter #98271584","0.67"
"1/3/2022 6:00:00 AM","Meter #98271584","0.68"
"1/3/2022 6:15:00 AM","Meter #98271584","0.58"
"1/3/2022 6:30:00 AM","Meter #98271584","0.60"
"1/3/2022 6:45:00 AM","Meter #98271584","0.58"
"1/3/2022 7:00:00 AM","Meter #98271584","0.61"
"1/3/2022 7:15:00 AM","Meter #98271584","1.61"
"1/3/2022 7:30:00 AM","Meter #98271584","1.35"
"1/3/2022 7:45:00 AM","Meter #98271584","0.56"
"1/3/2022 8:00:00 AM","Meter #98271584","0.39"
"1/3/2022 8:15:00 AM","Meter #98271584","0.37"
"1/3/2022 8:30:00 AM","Meter #98271584","0.35"
"1/3/2022 8:45:00 AM","Meter #98271584","0.37"
"1/3/2022 9:00:00 AM","Meter #98271584","0.42"
"1/3/2022 9:15:00 AM","Meter #98271584","0.36"
"1/3/2022 9:30:00 AM","Meter #98271584","0.35"
"1/3/2022 9:45:00 AM","Meter #98271584","0.29"
"1/3/2022 10:00:00 AM","Meter #98271584","0.39"
"1/3/2022 10:15:00 AM","Meter #98271584","1.86"
"1/3/2022 10:30:00 AM","Meter #98271584","0.68"
"1/3/2022 10:45:00 AM","Meter #98271584","0.33"
"1/3/2022 11:00:00 AM","Meter #98271584","0.35"
"1/3/2022 11:15:00 AM","Meter #98271584","0.38"
"1/3/2022 11:30:00 AM","Meter #98271584","0.37"
"1/3/2022 11:45:00 AM","Meter #98271584","0.32"
"1/3/2022 12:00:00 PM","Meter #98271584","0.34"
"1/3/2022 12:15:00 PM","Meter #98271584","0.41"
"1/3/2022 12:30:00 PM","Meter #98271584","0.43"
"1/3/2022 12:45:00 PM","Meter #98271584","0.35"
"1/3/2022 1:00:00 PM","Meter #98271584","0.81"
"1/3/2022 1:15:00 PM","Meter #98271584","1.82"
"1/3/2022 1:30:00 PM","Meter #98271584","0.41"
"1/3/2022 1:45:00 PM","Meter #98271584","0.39"
"1/3/2022 2:00:00 PM","Meter #98271584","0.34"
"1/3/2022 2:15:00 PM","Meter #98271584","0.36"
"1/3/2022 2:30:00 PM","Meter #98271584","0.49"
"1/3/2022 2:45:00 PM","Meter #98271584","0.43"
"1/3/2022 3:00:00 PM","Meter #98271584","0.38"
"1/3/2022 3:15:00 PM","Meter #98271584","0.44"
"1/3/2022 3:30:00 PM","Meter #98271584","0.44"
"1/3/2022 3:45:00 PM","Meter #98271584","0.53"
"1/3/2022 4:00:00 PM","Meter #98271584","1.37"
"1/3/2022 4:15:00 PM","Meter #98271584","1.62"
"1/3/2022 4:30:00 PM","Meter #98271584","0.66"
"1/3/2022 4:45:00 PM","Meter #98271584","0.67"
"1/3/2022 5:00:00 PM","Meter #98271584","0.66"
"1/3/2022 5:15:00 PM","Meter #98271584","0.84"
"1/3/2022 5:30:00 PM","Meter #98271584","1.05"
"1/3/2022 5:45:00 PM","Meter #98271584","1.07"
"1/3/2022 6:00:00 PM","Meter #98271584","0.84"
"1/3/2022 6:15:00 PM","Meter #98271584","0.73"
"1/3/2022 6:30:00 PM","Meter #98271584","0.54"
"1/3/2022 6:45:00 PM","Meter #98271584","0.69"
"1/3/2022 7:00:00 PM","Meter #98271584","0.71"
"1/3/2022 7:15:00 PM","Meter #98271584","1.75"
"1/3/2022 7:30:00 PM","Meter #98271584","1.59"
"1/3/2022 7:45:00 PM","Meter #98271584","0.66"
"1/3/2022 8:00:00 PM","Meter #98271584","0.63"
"1/3/2022 8:15:00 PM","Meter #98271584","0.60"
"1/3/2022 8:30:00 PM","Meter #98271584","0.69"
"1/3/2022 8:45:00 PM","Meter #98271584","0.68"
"1/3/2022 9:00:00 PM","Meter #98271584","0.64"
"1/3/2022 9:15:00 PM","Meter #98271584","0.59"
"1/3/2022 9:30:00 PM","Meter #98271584","0.62"
"1/3/2022 9:45:00 PM","Meter #98271584","2.02"
"1/3/2022 10:00:00 PM","Meter #98271584","0.76"
"1/3/2022 10:15:00 PM","Meter #98271584","0.58"
"1/3/2022 10:30:00 PM","Meter #98271584","0.54"
"1/3/2022 10:45:00 PM","Meter #98271584","0.51"
"1/3/2022 11:00:00 PM","Meter #98271584","0.53"
"1/3/2022 11:15:00 PM","Meter #98271584","0.52"
"1/3/2022 11:30:00 PM","Meter #98271584","0.55"
"1/3/2022 11:45:00 PM","Meter #98271584","0.55"
"1/4/2022 12:00:00 AM","Meter #98271584","1.26"
"1/4/2022 12:15:00 AM","Meter #98271584","1.60"
"1/4/2022 12:30:00 AM","Meter #98271584","0.58"
"1/4/2022 12:45:00 AM","Meter #98271584","0.60"
"1/4/2022 1:00:00 AM","Meter #98271584","0.62"
"1/4/2022 1:15:00 AM","Meter #98271584","0.64"
"1/4/2022 1:30:00 AM","Meter #98271584","0.60"
"1/4/2022 1:45:00 AM","Meter #98271584","0.61"
"1/4/2022 2:00:00 AM","Meter #98271584","0.62"
"1/4/2022 2:15:00 AM","Meter #98271584","0.66"
"1/4/2022 2:30:00 AM","Meter #98271584","1.92"
"1/4/2022 2:45:00 AM","Meter #98271584","1.08"
"1/4/2022 3:00:00 AM","Meter #98271584","0.66"
"1/4/2022 3:15:00 AM","Meter #98271584","0.66"
"1/4/2022 3:30:00 AM","Meter #98271584","0.66"
"1/4/2022 3:45:00 AM","Meter #98271584","0.55"
"1/4/2022 4:00:00 AM","Meter #98271584","0.63"
"1/4/2022 4:15:00 AM","Meter #98271584","0.69"
"1/4/2022 4:30:00 AM","Meter #98271584","0.62"
"1/4/2022 4:45:00 AM","Meter #98271584","1.21"
"1/4/2022 5:00:00 AM","Meter #98271584","2.28"
"1/4/2022 5:15:00 AM","Meter #98271584","0.88"
"1/4/2022 5:30:00 AM","Meter #98271584","0.78"
"1/4/2022 5:45:00 AM","Meter #98271584","0.73"
"1/4/2022 6:00:00 AM","Meter #98271584","0.94"
"1/4/2022 6:15:00 AM","Meter #98271584","0.76"
"1/4/2022 6:30:00 AM","Meter #98271584","0.71"
"1/4/2022 6:45:00 AM","Meter #98271584","0.67"
"1/4/2022 7:00:00 AM","Meter #98271584","0.68"
"1/4/2022 7:15:00 AM","Meter #98271584","0.89"
"1/4/2022 7:30:00 AM","Meter #98271584","0.62"
"1/4/2022 7:45:00 AM","Meter #98271584","1.49"
"1/4/2022 8:00:00 AM","Meter #98271584","1.52"
"1/4/2022 8:15:00 AM","Meter #98271584","0.65"
"1/4/2022 8:30:00 AM","Meter #98271584","0.83"
"1/4/2022 8:45:00 AM","Meter #98271584","0.72"
"1/4/2022 9:00:00 AM","Meter #98271584","0.72"
"1/4/2022 9:15:00 AM","Meter #98271584","0.77"
"1/4/2022 9:30:00 AM","Meter #98271584","0.65"
"1/4/2022 9:45:00 AM","Meter #98271584","0.76"
"1/4/2022 10:00:00 AM","Meter #98271584","0.65"
"1/4/2022 10:15:00 AM","Meter #98271584","1.83"
"1/4/2022 10:30:00 AM","Meter #98271584","0.77"
"1/4/2022 10:45:00 AM","Meter #98271584","0.52"
"1/4/2022 11:00:00 AM","Meter #98271584","0.39"
"1/4/2022 11:15:00 AM","Meter #98271584","0.47"
"1/4/2022 11:30:00 AM","Meter #98271584","0.48"
"1/4/2022 11:45:00 AM","Meter #98271584","0.48"
"1/4/2022 12:00:00 PM","Meter #98271584","0.48"
"1/4/2022 12:15:00 PM","Meter #98271584","0.49"
"1/4/2022 12:30:00 PM","Meter #98271584","0.50"
"1/4/2022 12:45:00 PM","Meter #98271584","0.45"
"1/4/2022 1:00:00 PM","Meter #98271584","0.99"
"1/4/2022 1:15:00 PM","Meter #98271584","1.86"
"1/4/2022 1:30:00 PM","Meter #98271584","0.49"
"1/4/2022 1:45:00 PM","Meter #98271584","0.47"
"1/4/2022 2:00:00 PM","Meter #98271584","0.44"
"1/4/2022 2:15:00 PM","Meter #98271584","0.44"
"1/4/2022 2:30:00 PM","Meter #98271584","0.46"
"1/4/2022 2:45:00 PM","Meter #98271584","0.46"
"1/4/2022 3:00:00 PM","Meter #98271584","0.47"
"1/4/2022 3:15:00 PM","Meter #98271584","0.42"
"1/4/2022 3:30:00 PM","Meter #98271584","0.41"
"1/4/2022 3:45:00 PM","Meter #98271584","0.46"
"1/4/2022 4:00:00 PM","Meter #98271584","1.41"
"1/4/2022 4:15:00 PM","Meter #98271584","1.44"
"1/4/2022 4:30:00 PM","Meter #98271584","0.60"
"1/4/2022 4:45:00 PM","Meter #98271584","0.54"
"1/4/2022 5:00:00 PM","Meter #98271584","0.55"
"1/4/2022 5:15:00 PM","Meter #98271584","0.69"
"1/4/2022 5:30:00 PM","Meter #98271584","0.70"
"1/4/2022 5:45:00 PM","Meter #98271584","0.73"
"1/4/2022 6:00:00 PM","Meter #98271584","0.80"
"1/4/2022 6:15:00 PM","Meter #98271584","0.76"
"1/4/2022 6:30:00 PM","Meter #98271584","0.80"
"1/4/2022 6:45:00 PM","Meter #98271584","0.85"
"1/4/2022 7:00:00 PM","Meter #98271584","0.81"
"1/4/2022 7:15:00 PM","Meter #98271584","1.69"
"1/4/2022 7:30:00 PM","Meter #98271584","1.54"
"1/4/2022 7:45:00 PM","Meter #98271584","0.68"
"1/4/2022 8:00:00 PM","Meter #98271584","0.68"
"1/4/2022 8:15:00 PM","Meter #98271584","0.72"
"1/4/2022 8:30:00 PM","Meter #98271584","0.69"
"1/4/2022 8:45:00 PM","Meter #98271584","0.65"
"1/4/2022 9:00:00 PM","Meter #98271584","0.66"
"1/4/2022 9:15:00 PM","Meter #98271584","0.63"
"1/4/2022 9:30:00 PM","Meter #98271584","0.66"
"1/4/2022 9:45:00 PM","Meter #98271584","0.65"
"1/4/2022 10:00:00 PM","Meter #98271584","0.61"
"1/4/2022 10:15:00 PM","Meter #98271584","1.93"
"1/4/2022 10:30:00 PM","Meter #98271584","1.11"
"1/4/2022 10:45:00 PM","Meter #98271584","0.51"
"1/4/2022 11:00:00 PM","Meter #98271584","0.53"
"1/4/2022 11:15:00 PM","Meter #98271584","0.52"
"1/4/2022 11:30:00 PM","Meter #98271584","0.57"
"1/4/2022 11:45:00 PM","Meter #98271584","0.52"
"1/5/2022 12:00:00 AM","Meter #98271584","0.54"
"1/5/2022 12:15:00 AM","Meter #98271584","0.53"
"1/5/2022 12:30:00 AM","Meter #98271584","0.53"
"1/5/2022 12:45:00 AM","Meter #98271584","0.52"
"1/5/2022 1:00:00 AM","Meter #98271584","0.71"
"1/5/2022 1:15:00 AM","Meter #98271584","1.94"
"1/5/2022 1:30:00 AM","Meter #98271584","0.72"
"1/5/2022 1:45:00 AM","Meter #98271584","0.48"
"1/5/2022 2:00:00 AM","Meter #98271584","0.50"
"1/5/2022 2:15:00 AM","Meter #98271584","0.48"
"1/5/2022 2:30:00 AM","Meter #98271584","0.54"
"1/5/2022 2:45:00 AM","Meter #98271584","0.52"
"1/5/2022 3:00:00 AM","Meter #98271584","0.52"
"1/5/2022 3:15:00 AM","Meter #98271584","0.49"
"1/5/2022 3:30:00 AM","Meter #98271584","0.50"
"1/5/2022 3:45:00 AM","Meter #98271584","0.49"
"1/5/2022 4:00:00 AM","Meter #98271584","1.02"
"1/5/2022 4:15:00 AM","Meter #98271584","1.90"
"1/5/2022 4:30:00 AM","Meter #98271584","0.50"
"1/5/2022 4:45:00 AM","Meter #98271584","0.63"
"1/5/2022 5:00:00 AM","Meter #98271584","0.65"
"1/5/2022 5:15:00 AM","Meter #98271584","0.70"
"1/5/2022 5:30:00 AM","Meter #98271584","0.70"
"1/5/2022 5:45:00 AM","Meter #98271584","0.71"
"1/5/2022 6:00:00 AM","Meter #98271584","0.79"
"1/5/2022 6:15:00 AM","Meter #98271584","0.59"
"1/5/2022 6:30:00 AM","Meter #98271584","0.53"
"1/5/2022 6:45:00 AM","Meter #98271584","0.79"
"1/5/2022 7:00:00 AM","Meter #98271584","0.59"
"1/5/2022 7:15:00 AM","Meter #98271584","1.55"
"1/5/2022 7:30:00 AM","Meter #98271584","1.09"
"1/5/2022 7:45:00 AM","Meter #98271584","0.50"
"1/5/2022 8:00:00 AM","Meter #98271584","0.36"
"1/5/2022 8:15:00 AM","Meter #98271584","0.40"
"1/5/2022 8:30:00 AM","Meter #98271584","0.36"
"1/5/2022 8:45:00 AM","Meter #98271584","0.38"
"1/5/2022 9:00:00 AM","Meter #98271584","0.38"
"1/5/2022 9:15:00 AM","Meter #98271584","0.35"
"1/5/2022 9:30:00 AM","Meter #98271584","0.38"
"1/5/2022 9:45:00 AM","Meter #98271584","0.34"
"1/5/2022 10:00:00 AM","Meter #98271584","0.52"
"1/5/2022 10:15:00 AM","Meter #98271584","1.85"
"1/5/2022 10:30:00 AM","Meter #98271584","0.44"
"1/5/2022 10:45:00 AM","Meter #98271584","0.37"
"1/5/2022 11:00:00 AM","Meter #98271584","0.37"
"1/5/2022 11:15:00 AM","Meter #98271584","0.41"
"1/5/2022 11:30:00 AM","Meter #98271584","0.39"
"1/5/2022 11:45:00 AM","Meter #98271584","0.32"
"1/5/2022 12:00:00 PM","Meter #98271584","0.37"
"1/5/2022 12:15:00 PM","Meter #98271584","0.36"
"1/5/2022 12:30:00 PM","Meter #98271584","0.41"
"1/5/2022 12:45:00 PM","Meter #98271584","0.40"
"1/5/2022 1:00:00 PM","Meter #98271584","1.16"
"1/5/2022 1:15:00 PM","Meter #98271584","1.38"
"1/5/2022 1:30:00 PM","Meter #98271584","0.50"
"1/5/2022 1:45:00 PM","Meter #98271584","0.58"
"1/5/2022 2:00:00 PM","Meter #98271584","0.40"
"1/5/2022 2:15:00 PM","Meter #98271584","0.40"
"1/5/2022 2:30:00 PM","Meter #98271584","0.40"
"1/5/2022 2:45:00 PM","Meter #98271584","0.46"
"1/5/2022 3:00:00 PM","Meter #98271584","0.56"
"1/5/2022 3:15:00 PM","Meter #98271584","0.42"
"1/5/2022 3:30:00 PM","Meter #98271584","0.50"
"1/5/2022 3:45:00 PM","Meter #98271584","0.60"
"1/5/2022 4:00:00 PM","Meter #98271584","0.61"
"1/5/2022 4:15:00 PM","Meter #98271584","0.59"
"1/5/2022 4:30:00 PM","Meter #98271584","1.96"
"1/5/2022 4:45:00 PM","Meter #98271584","1.15"
"1/5/2022 5:00:00 PM","Meter #98271584","0.69"
"1/5/2022 5:15:00 PM","Meter #98271584","0.82"
"1/5/2022 5:30:00 PM","Meter #98271584","0.77"
"1/5/2022 5:45:00 PM","Meter #98271584","0.81"
"1/5/2022 6:00:00 PM","Meter #98271584","0.80"
"1/5/2022 6:15:00 PM","Meter #98271584","0.72"
"1/5/2022 6:30:00 PM","Meter #98271584","0.68"
"1/5/2022 6:45:00 PM","Meter #98271584","0.66"
"1/5/2022 7:00:00 PM","Meter #98271584","0.61"
"1/5/2022 7:15:00 PM","Meter #98271584","0.63"
"1/5/2022 7:30:00 PM","Meter #98271584","0.65"
"1/5/2022 7:45:00 PM","Meter #98271584","0.62"
"1/5/2022 8:00:00 PM","Meter #98271584","0.56"
